file_name,column_name,missing_percentage,zero_percentage,is_removed,removal_reason
whale_transaction_count_100k_usd_to_inf.csv,kujira_whale_transaction_count_100k_usd_to_inf,0.0,99.86282578875172,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,messier_whale_transaction_count_100k_usd_to_inf,0.0,91.90672153635117,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,ampleforth_whale_transaction_count_100k_usd_to_inf,0.0,48.971193415637856,False,
whale_transaction_count_100k_usd_to_inf.csv,compound-usd-coin_whale_transaction_count_100k_usd_to_inf,74.21124828532236,2.7434842249657065,True,高缺失值
whale_transaction_count_100k_usd_to_inf.csv,hashflow_whale_transaction_count_100k_usd_to_inf,0.0,37.997256515775035,False,
whale_transaction_count_100k_usd_to_inf.csv,renzo_whale_transaction_count_100k_usd_to_inf,0.0,66.52949245541838,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,stafi_whale_transaction_count_100k_usd_to_inf,0.0,77.09190672153635,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,degate_whale_transaction_count_100k_usd_to_inf,0.0,88.47736625514403,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,hegic_whale_transaction_count_100k_usd_to_inf,0.0,95.74759945130316,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,insure_whale_transaction_count_100k_usd_to_inf,0.0,99.58847736625515,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,unizen_whale_transaction_count_100k_usd_to_inf,0.0,82.3045267489712,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,bella-protocol_whale_transaction_count_100k_usd_to_inf,0.0,75.58299039780522,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,wrapped-nxm_whale_transaction_count_100k_usd_to_inf,0.0,95.33607681755831,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,whiteheart_whale_transaction_count_100k_usd_to_inf,0.0,98.35390946502058,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,chainflip_whale_transaction_count_100k_usd_to_inf,0.0,50.34293552812071,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,melon_whale_transaction_count_100k_usd_to_inf,0.0,69.1358024691358,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,orderly-network_whale_transaction_count_100k_usd_to_inf,13.991769547325102,64.60905349794238,True,"高缺失值, 高零值"
whale_transaction_count_100k_usd_to_inf.csv,paraswap_whale_transaction_count_100k_usd_to_inf,0.0,89.98628257887518,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,polkastarter_whale_transaction_count_100k_usd_to_inf,0.0,72.0164609053498,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,perpetual-protocol_whale_transaction_count_100k_usd_to_inf,0.0,52.2633744855967,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,badger-dao_whale_transaction_count_100k_usd_to_inf,0.0,31.275720164609055,False,
whale_transaction_count_100k_usd_to_inf.csv,alchemix_whale_transaction_count_100k_usd_to_inf,0.0,58.43621399176955,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,harvest-finance_whale_transaction_count_100k_usd_to_inf,0.0,41.01508916323731,False,
whale_transaction_count_100k_usd_to_inf.csv,lever_whale_transaction_count_100k_usd_to_inf,0.0,60.7681755829904,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,seth_whale_transaction_count_100k_usd_to_inf,0.0,64.33470507544583,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,stake-dao_whale_transaction_count_100k_usd_to_inf,0.0,93.68998628257887,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,synfutures_whale_transaction_count_100k_usd_to_inf,32.92181069958848,60.08230452674898,True,"高缺失值, 高零值"
whale_transaction_count_100k_usd_to_inf.csv,quickswap_whale_transaction_count_100k_usd_to_inf,0.0,96.84499314128944,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,inverse-finance_whale_transaction_count_100k_usd_to_inf,0.0,80.10973936899863,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,tokemak_whale_transaction_count_100k_usd_to_inf,0.0,85.87105624142661,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,ribbon-finance_whale_transaction_count_100k_usd_to_inf,0.0,57.338820301783265,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,ramp_whale_transaction_count_100k_usd_to_inf,0.0,99.45130315500685,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,cryptex-finance_whale_transaction_count_100k_usd_to_inf,0.0,90.53497942386831,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,kryll_whale_transaction_count_100k_usd_to_inf,0.0,90.26063100137173,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,airswap_whale_transaction_count_100k_usd_to_inf,0.0,82.03017832647463,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,orion-protocol_whale_transaction_count_100k_usd_to_inf,0.0,60.90534979423868,True,高零值
whale_transaction_count_100k_usd_to_inf.csv,aura-finance_whale_transaction_count_100k_usd_to_inf,0.0,75.30864197530865,True,高零值
missing_values_stats.csv,file_name,0.0,,False,
missing_values_stats.csv,total_rows,0.0,0.0,False,
missing_values_stats.csv,total_columns,0.0,0.0,False,
missing_values_stats.csv,missing_cells,0.0,33.33333333333333,False,
missing_values_stats.csv,missing_percentage,0.0,33.33333333333333,False,
missing_values_stats.csv,columns_over_50,0.0,33.33333333333333,False,
whale_transaction_volume_100k_usd_to_inf.csv,uniswap_whale_transaction_volume_100k_usd_to_inf,0.0,0.0,False,
whale_transaction_volume_100k_usd_to_inf.csv,aave_whale_transaction_volume_100k_usd_to_inf,0.0,0.411522633744856,False,
whale_transaction_volume_100k_usd_to_inf.csv,lido-dao_whale_transaction_volume_100k_usd_to_inf,0.0,0.411522633744856,False,
whale_transaction_volume_100k_usd_to_inf.csv,synthetix-network-token_whale_transaction_volume_100k_usd_to_inf,100.0,0.0,True,高缺失值
whale_transaction_volume_100k_usd_to_inf.csv,chainlink_whale_transaction_volume_100k_usd_to_inf,0.0,0.0,False,
whale_transaction_volume_100k_usd_to_inf.csv,dai_whale_transaction_volume_100k_usd_to_inf,54.1838134430727,45.8161865569273,True,高缺失值
whale_transaction_volume_100k_usd_to_inf.csv,ondo-finance_whale_transaction_volume_100k_usd_to_inf,0.0,35.25377229080932,False,
whale_transaction_volume_100k_usd_to_inf.csv,ethena_whale_transaction_volume_100k_usd_to_inf,0.0,45.541838134430726,False,
whale_transaction_volume_100k_usd_to_inf.csv,maker_whale_transaction_volume_100k_usd_to_inf,0.0,0.823045267489712,False,
whale_transaction_volume_100k_usd_to_inf.csv,injective-protocol_whale_transaction_volume_100k_usd_to_inf,0.0,17.28395061728395,False,
whale_transaction_volume_100k_usd_to_inf.csv,dexe_whale_transaction_volume_100k_usd_to_inf,0.0,82.03017832647463,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,raydium_whale_transaction_volume_100k_usd_to_inf,0.0,99.86282578875172,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,pendle_whale_transaction_volume_100k_usd_to_inf,5.8984910836762685,8.50480109739369,True,高缺失值
whale_transaction_volume_100k_usd_to_inf.csv,telcoin_whale_transaction_volume_100k_usd_to_inf,0.0,99.86282578875172,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,morpho_whale_transaction_volume_100k_usd_to_inf,0.0,77.50342935528121,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,olympus_whale_transaction_volume_100k_usd_to_inf,0.0,52.674897119341566,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,frax_whale_transaction_volume_100k_usd_to_inf,0.0,0.1371742112482853,False,
whale_transaction_volume_100k_usd_to_inf.csv,1inch_whale_transaction_volume_100k_usd_to_inf,0.0,8.367626886145404,False,
whale_transaction_volume_100k_usd_to_inf.csv,convex-finance_whale_transaction_volume_100k_usd_to_inf,0.0,2.880658436213992,False,
whale_transaction_volume_100k_usd_to_inf.csv,0x_whale_transaction_volume_100k_usd_to_inf,0.0,23.868312757201647,False,
whale_transaction_volume_100k_usd_to_inf.csv,frax-share_whale_transaction_volume_100k_usd_to_inf,0.0,14.12894375857339,False,
whale_transaction_volume_100k_usd_to_inf.csv,stargate-finance_whale_transaction_volume_100k_usd_to_inf,0.0,12.620027434842248,False,
whale_transaction_volume_100k_usd_to_inf.csv,yearn-finance_whale_transaction_volume_100k_usd_to_inf,0.0,20.5761316872428,False,
whale_transaction_volume_100k_usd_to_inf.csv,crvusd_whale_transaction_volume_100k_usd_to_inf,0.0,7.270233196159122,False,
whale_transaction_volume_100k_usd_to_inf.csv,lcx_whale_transaction_volume_100k_usd_to_inf,0.0,59.807956104252405,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,band-protocol_whale_transaction_volume_100k_usd_to_inf,0.0,64.60905349794238,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,sushi_whale_transaction_volume_100k_usd_to_inf,0.0,14.814814814814813,False,
whale_transaction_volume_100k_usd_to_inf.csv,cow-protocol_whale_transaction_volume_100k_usd_to_inf,0.0,59.807956104252405,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,loopring_whale_transaction_volume_100k_usd_to_inf,0.0,27.983539094650205,False,
whale_transaction_volume_100k_usd_to_inf.csv,usual_whale_transaction_volume_100k_usd_to_inf,75.85733882030178,2.880658436213992,True,高缺失值
whale_transaction_volume_100k_usd_to_inf.csv,clearpool_whale_transaction_volume_100k_usd_to_inf,0.0,48.010973936899866,False,
whale_transaction_volume_100k_usd_to_inf.csv,uma_whale_transaction_volume_100k_usd_to_inf,0.0,36.07681755829904,False,
whale_transaction_volume_100k_usd_to_inf.csv,orbs_whale_transaction_volume_100k_usd_to_inf,0.0,48.148148148148145,False,
whale_transaction_volume_100k_usd_to_inf.csv,api3_whale_transaction_volume_100k_usd_to_inf,0.0,20.98765432098765,False,
whale_transaction_volume_100k_usd_to_inf.csv,rocket-pool_whale_transaction_volume_100k_usd_to_inf,0.0,23.045267489711936,False,
whale_transaction_volume_100k_usd_to_inf.csv,compound-ether_whale_transaction_volume_100k_usd_to_inf,0.0,92.72976680384087,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,marlin_whale_transaction_volume_100k_usd_to_inf,0.0,58.8477366255144,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,tellor_whale_transaction_volume_100k_usd_to_inf,0.0,34.01920438957476,False,
whale_transaction_volume_100k_usd_to_inf.csv,numeraire_whale_transaction_volume_100k_usd_to_inf,0.0,35.25377229080932,False,
whale_transaction_volume_100k_usd_to_inf.csv,balancer_whale_transaction_volume_100k_usd_to_inf,0.0,40.054869684499316,False,
whale_transaction_volume_100k_usd_to_inf.csv,liquity_whale_transaction_volume_100k_usd_to_inf,0.0,24.417009602194785,False,
whale_transaction_volume_100k_usd_to_inf.csv,dia-data_whale_transaction_volume_100k_usd_to_inf,0.0,63.64883401920439,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,oraichain-token_whale_transaction_volume_100k_usd_to_inf,0.0,89.84910836762688,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,magic-internet-money_whale_transaction_volume_100k_usd_to_inf,0.0,47.18792866941015,False,
whale_transaction_volume_100k_usd_to_inf.csv,pinlink_whale_transaction_volume_100k_usd_to_inf,39.64334705075446,46.22770919067216,True,高缺失值
whale_transaction_volume_100k_usd_to_inf.csv,coin98_whale_transaction_volume_100k_usd_to_inf,0.0,61.45404663923183,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,bancor_whale_transaction_volume_100k_usd_to_inf,0.0,47.73662551440329,False,
whale_transaction_volume_100k_usd_to_inf.csv,dydx_whale_transaction_volume_100k_usd_to_inf,0.0,8.367626886145404,False,
whale_transaction_volume_100k_usd_to_inf.csv,tokenfi_whale_transaction_volume_100k_usd_to_inf,0.0,59.945130315500684,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,dodo_whale_transaction_volume_100k_usd_to_inf,0.0,69.68449931412894,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,keep-network_whale_transaction_volume_100k_usd_to_inf,0.0,92.04389574759945,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,liquity-usd_whale_transaction_volume_100k_usd_to_inf,0.0,12.345679012345679,False,
whale_transaction_volume_100k_usd_to_inf.csv,smardex_whale_transaction_volume_100k_usd_to_inf,0.0,56.37860082304527,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,kujira_whale_transaction_volume_100k_usd_to_inf,0.0,99.86282578875172,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,messier_whale_transaction_volume_100k_usd_to_inf,0.0,91.90672153635117,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,ampleforth_whale_transaction_volume_100k_usd_to_inf,0.0,48.971193415637856,False,
whale_transaction_volume_100k_usd_to_inf.csv,compound-usd-coin_whale_transaction_volume_100k_usd_to_inf,74.21124828532236,2.7434842249657065,True,高缺失值
whale_transaction_volume_100k_usd_to_inf.csv,hashflow_whale_transaction_volume_100k_usd_to_inf,0.0,37.997256515775035,False,
whale_transaction_volume_100k_usd_to_inf.csv,renzo_whale_transaction_volume_100k_usd_to_inf,0.0,66.52949245541838,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,stafi_whale_transaction_volume_100k_usd_to_inf,0.0,77.09190672153635,True,高零值
whale_transaction_volume_100k_usd_to_inf.csv,degate_whale_transaction_volume_100k_usd_to_inf,0.0,88.47736625514403,True,高零值
