datetime,uniswap_amount_in_top_holders,aave_amount_in_top_holders,lido-dao_amount_in_top_holders,frax-share_amount_in_top_holders,dydx_amount_in_top_holders,balancer_amount_in_top_holders,chainlink_amount_in_top_holders,dai_amount_in_top_holders,ondo-finance_amount_in_top_holders,maker_amount_in_top_holders,injective-protocol_amount_in_top_holders,dexe_amount_in_top_holders,raydium_amount_in_top_holders,pendle_amount_in_top_holders,telcoin_amount_in_top_holders,olympus_amount_in_top_holders,frax_amount_in_top_holders,1inch_amount_in_top_holders,convex-finance_amount_in_top_holders,0x_amount_in_top_holders,stargate-finance_amount_in_top_holders,yearn-finance_amount_in_top_holders,lcx_amount_in_top_holders,band-protocol_amount_in_top_holders,sushi_amount_in_top_holders,cow-protocol_amount_in_top_holders,loopring_amount_in_top_holders,clearpool_amount_in_top_holders,uma_amount_in_top_holders,orbs_amount_in_top_holders,api3_amount_in_top_holders,rocket-pool_amount_in_top_holders,compound-ether_amount_in_top_holders,marlin_amount_in_top_holders,tellor_amount_in_top_holders,numeraire_amount_in_top_holders,liquity_amount_in_top_holders,dia-data_amount_in_top_holders,oraichain-token_amount_in_top_holders,magic-internet-money_amount_in_top_holders,coin98_amount_in_top_holders,bancor_amount_in_top_holders,dodo_amount_in_top_holders,keep-network_amount_in_top_holders,liquity-usd_amount_in_top_holders,smardex_amount_in_top_holders,kujira_amount_in_top_holders,ampleforth_amount_in_top_holders,compound-usd-coin_amount_in_top_holders,hashflow_amount_in_top_holders,stafi_amount_in_top_holders,degate_amount_in_top_holders,hegic_amount_in_top_holders,insure_amount_in_top_holders,unizen_amount_in_top_holders,bella-protocol_amount_in_top_holders,wrapped-nxm_amount_in_top_holders,whiteheart_amount_in_top_holders,melon_amount_in_top_holders,paraswap_amount_in_top_holders,polkastarter_amount_in_top_holders,perpetual-protocol_amount_in_top_holders,badger-dao_amount_in_top_holders,alchemix_amount_in_top_holders,harvest-finance_amount_in_top_holders,lever_amount_in_top_holders,seth_amount_in_top_holders,stake-dao_amount_in_top_holders,quickswap_amount_in_top_holders,inverse-finance_amount_in_top_holders,tokemak_amount_in_top_holders,ribbon-finance_amount_in_top_holders,ramp_amount_in_top_holders,cryptex-finance_amount_in_top_holders,kryll_amount_in_top_holders,airswap_amount_in_top_holders,orion-protocol_amount_in_top_holders,aura-finance_amount_in_top_holders
2023-10-13 00:00:00+00:00,527137057.0631902,8739738.078923997,506736031.1058224,71116679.63337925,615995724.0051314,45434749.96892817,308000000.0,1526329.162036242,9712528041.192389,463096.0409382236,89697043.54466489,35623951.012834854,10882237.070881,158979303.93695608,80086652441.35,26814827.181268472,547010687.5612252,827647072.2898293,87893316.69492067,502752192.82510626,751449463.221377,15256.593281301191,255608593.27568227,84363319.87695803,127299153.076969,930844670.8061332,637884410.2418569,814153338.0413227,92069243.38560396,9373164138.140862,100622054.68983996,32600512.85123491,7268508.923143789,6659197263.488905,3.402823669209381e+20,10047284.139441077,80686850.4975204,151317764.3866766,84660664.70264077,163378000.12962487,265949177.434,85767576.64042073,864182326.7104018,927636255.0647528,173556161.44073817,9312751601.184162,1.1579208923731621e+71,52755912.17130919,4758836728.259493,932351613.744964,33524508.88051237,921619042.6953896,2784576532.2658443,85651493284.86673,870938174.6449041,94265503.89338656,1024578.4618862384,7806.906116096761,1367890.6596020765,1445611312.6748967,63563558.75844064,113794213.53393462,14061101.597534103,2022082.0749546264,493359.9798079545,32946045659.625095,13337.290475525038,48535087.17740276,985401.2290785112,351401.7530958773,94771527.1586124,758967064.232686,980183562.8559656,7842157.461568103,23060897.655469824,430786653.5515,107875636.67032234,56371610.7397634
2023-10-14 00:00:00+00:00,527136657.0631902,8738494.364646314,506736031.1058224,71087041.30217558,615988188.7904667,45426812.4369956,308000000.0,1526329.162036242,9712518950.283297,463096.0409382236,89699450.64466488,35623951.012834854,10882237.070881,159090283.77513272,80086652441.35,26814792.807182085,547373874.5039479,828589699.4825885,87978793.94707467,495024009.5197064,751333910.7474227,15254.278239381192,255609827.1715818,84345943.36843276,127464032.9515815,930834177.862389,637484743.666528,814153338.0413227,92089941.43431462,9410289672.33661,100515735.11753283,32585844.026687555,7266433.04149742,6658573487.442635,3.402823669209381e+20,10047284.139441077,80991675.85111082,151317764.3866766,84660255.80816384,163367389.01538777,265878510.754,85513881.57724679,864258240.8729082,927643481.2324264,173366587.608864,9326624307.80438,1.1579208923731621e+71,52755912.17130919,4758009109.509066,931275012.8721652,33468705.9243544,922119042.6953896,2784576532.2658443,85651490508.97066,870938174.6449041,94272737.93338656,1024434.4373463716,7826.906116096761,1347269.6157820765,1445706367.6802402,63506328.86338735,113794213.53393462,14054468.933495792,2055500.377304116,482084.42560517904,32943843690.825096,13322.287607488986,48535280.34293666,985405.8021290286,351308.8208468893,94768695.7120952,758967064.232686,980189811.6749612,7842119.2772227535,23060670.967291765,430791653.5515,107930607.0314264,56301684.27479983
2023-10-15 00:00:00+00:00,527135457.0631902,8739663.316717047,506736031.1058224,71071690.27909717,615986504.6472719,45358917.86478324,308000000.0,1526329.162036242,9710582599.374208,456703.4602534652,89700062.4746649,35623961.241854854,10882237.070881,159093151.36630586,80086652441.35,26816386.053670432,547605736.8154079,828672985.1164993,87819157.15075727,504884751.729626,751443973.0529405,15248.277451311194,255609583.676112,83847454.2421865,127443583.19847624,930707028.6355188,637508006.4475389,814168128.9487114,92111522.23664258,9467931747.386671,100521636.32848756,32415621.841691986,7264520.77169373,6655008671.074882,3.402823669209381e+20,10047284.139441077,81474782.38432112,151317764.3866766,84659312.82501614,163367387.01538774,266304055.701,85765789.72369288,864258240.8729082,928124061.03196,173223658.8843565,9320859905.222652,1.1579208923731621e+71,52755912.17130919,4753569543.249279,935544697.6100492,33535725.486920852,922119042.6953896,2784448550.4544263,85651409296.39943,870938174.6449041,94263544.99338657,1024334.9673108936,7829.6342967787,1351497.8797820762,1445543816.240512,63517003.82139,113784891.9839346,14108950.457226466,2055217.647216906,480548.19823137496,32975091127.10599,13429.16393746574,48538338.67636298,985405.8021290286,351785.4006936446,94770631.73711036,758967064.232686,980198297.117282,7842119.277222754,23060503.415392965,430940701.7604,107983140.2350316,56315408.42961386
2023-10-16 00:00:00+00:00,537327801.6911218,8775488.445262717,506736031.1058224,71101452.52318385,615973176.0882628,45416001.93892838,308000000.0,1526329.162036242,9710544539.010569,461416.831052828,89699317.29266489,35623961.241854854,10882237.070881,158773553.52224344,80086652441.35,26806942.24849233,547416325.4771868,828704470.8029343,87967793.50296257,499902881.26074225,751540507.1805824,15264.44394916212,256940492.77489477,84259524.65234567,127311945.23245063,930723528.834093,637102334.3643482,814161056.2756772,92604186.01762111,9482740651.554176,100562246.79622494,32425919.28967882,7260650.7686621295,6659989558.30783,3.402823669209381e+20,10047284.139441077,81794894.45265739,149722603.3876766,84656792.83819051,163382654.65636897,266304055.701,85154472.55465354,864232748.5662676,927981804.9285682,173620147.94412768,9311349840.436195,1.1579208923731621e+71,52755912.17130919,4755729897.427781,932600261.1912332,33583310.76826014,922141356.5877898,2783412083.6744266,85651443857.05083,871778174.6449041,94249047.06338654,1022525.6269747502,7831.658219614041,1392614.0220220762,1445623538.6305585,63532034.69853551,113797066.1688411,14169368.864764426,2058561.843679767,479981.5803624587,32947743593.809055,13749.462458000113,48536922.922874905,985404.7101418484,348113.86986722396,94760299.12092994,758964564.232686,980203427.5794612,7841419.370614175,23050053.90621151,430653675.1118,108103052.1560316,56315278.70919522
2023-10-17 00:00:00+00:00,537330714.744163,8784622.525924139,506736031.1058224,71153062.12011117,615948995.7452387,45295595.4938941,308000000.0,1526319.727109842,9710490145.071177,461282.1253526469,89698191.5126649,35622763.771854855,10882237.070881,158799821.95180598,80086652441.35,26805809.278104752,547327153.6719884,830757962.682927,88030688.48514786,500856948.7532066,745857539.8982337,15278.299325456388,256910715.2781334,84454789.05058226,127403242.94850267,929732221.1757072,637106621.9008538,814366886.2756773,90871556.33905068,9362539437.25577,100480454.47216226,32612295.800683167,7260961.46825323,6657740993.596594,3.402823669209381e+20,10047284.139441077,81870983.9782725,148870932.6061509,84650780.4183265,163381465.9189878,266304055.701,85992696.1881002,864213988.2650176,928029651.030328,172982932.69234675,9296726437.83977,1.1579208923731621e+71,52703641.94447476,4905503027.298235,931157144.7247365,33655966.220387876,922141356.5877898,2783412083.6744266,85651552432.63255,871778174.6449041,94262764.13338657,1015017.2534862204,7831.658219614041,1294173.9126614458,1445767645.125875,63472851.863741554,113859681.0417362,14247090.046387842,2054763.938146591,484981.6131157122,32939958103.41377,13645.403427885303,48539069.15873427,985404.7101418484,348787.41047012305,94747513.35570556,758964564.232686,980208340.1072168,7841219.656328464,23039806.715733618,431133129.2337,108271850.9671525,56433020.177716665
2023-10-18 00:00:00+00:00,537374367.2542611,8796107.872886479,506736031.1058224,71191546.01365721,615888464.9025707,45340400.64344205,308000000.0,1526319.727109842,9710446508.70754,461282.127872271,89690717.5828649,35631458.06087721,10882237.070881,158830804.1675055,80086652441.35,26805699.19814124,550574349.5423878,831111322.786914,88066534.62898074,504617571.53020656,749470579.244169,15290.506161219391,257160271.55701303,84459553.3911088,127322206.99272054,929668201.1733196,637059970.1479981,814367833.9186507,90936835.12959483,9461908914.02334,100827114.53157508,32616650.896603387,7259587.29038776,6672713936.658461,3.402823669209381e+20,10047284.139441077,82009930.71933345,148948273.8233634,84637334.58421601,163345812.37012216,266304055.701,85670489.35009156,864189950.607644,927988829.860078,173490825.29463375,9299560996.791471,1.1579208923731621e+71,52703516.484010994,4903435280.495165,933801417.2025352,33648648.30849062,922141356.5877898,2793245041.7202764,85651579279.56549,871778174.6449041,94268361.23985186,1014536.324939327,7831.658219614041,1297394.141146939,1445851292.832226,63491489.193125926,113859681.0417362,14282751.363762194,2055597.9315669916,484963.1828962658,32878720516.96304,13496.20294151948,48542115.17862754,985766.473308331,349011.7311726923,94727752.80805996,758964564.232686,980220186.174649,7840894.385040464,23106416.64248795,431022338.62609994,108271850.9671525,56871196.47473039
2023-10-19 00:00:00+00:00,537783184.0854285,8792828.689188067,511439891.2838224,70914550.38639162,615884647.1419464,45433504.50489418,308000000.0,1526319.727109842,9710439235.980265,460721.1795737518,89623613.71106489,35631458.06087721,10882237.070881,158815394.19193992,80086652441.35,26820240.975292876,544556262.7831336,810955039.2294858,87997509.8752179,504617571.53020656,745225831.0872904,15164.449741232416,257304904.76746935,84678135.41554168,127297328.6813715,929573630.4531896,637237456.415111,814395325.9659507,91937921.44859296,9492116088.622583,100947827.43728337,32605739.091482695,7258005.33584056,6672138958.564774,3.402823669209381e+20,10060138.852022,81829020.77071735,152091169.13267663,84638008.88695331,163337982.9294759,266304055.701,84787324.51662773,864177336.0072782,927344814.4081782,172905480.59063104,9299314359.070032,1.1579208923731621e+71,52693194.6346681,4898412348.061308,933387822.7199258,33597419.29353613,922141356.5877898,2793479882.928722,85650905479.52095,871778174.6449041,94256474.8749764,1010419.9555272908,7835.658219614041,1294271.704531568,1451509325.6649525,63530588.35982768,113928199.44574788,14320481.99551623,2051848.4250463643,485543.8688563954,32859992972.00384,13457.036764551434,48553794.317358494,985772.8813909068,348200.5168060198,94726332.0744376,758964564.232686,980223776.916286,7840837.371749355,23106416.64248795,430990467.19899994,108274049.38829924,56746134.90489694
2023-10-20 00:00:00+00:00,527999763.9632903,8798536.872045983,511703223.6158224,70865781.88167655,614273528.7536851,45435863.44929485,308000000.0,1526319.727109842,9710439235.980265,460721.18162351206,89585470.8040249,35631458.06087721,10882237.070881,158827146.7858812,80086652441.35,26820523.67482068,548677732.9162804,808767034.0315092,87843489.57933106,488252275.4132066,744710184.566625,15225.692230335948,256995231.06096593,84593759.36712939,127291845.9511918,929447895.5612816,636335829.4862982,814395220.2994566,91949062.18815404,9497545915.431925,100948550.3487676,32611783.698243737,7253511.846118529,6675395199.374075,3.402823669209381e+20,10060138.852022,81926927.60013683,152091169.13267663,84631550.10816655,163333165.8639022,265887389.051,85230418.01379749,864174373.0103898,927034972.4750732,171545336.67380118,9293265423.6928,1.1579208923731621e+71,52693194.6346681,4726359337.715709,933615314.3847804,33574538.075857766,922141356.5877898,2793406224.2793756,85651007172.41985,871778174.6449041,94389050.09293526,1011653.2006219892,7835.658219614042,1312464.0680158858,1451739386.847079,63524631.95735468,113928199.44574788,14158150.943876222,2047338.8738598267,485389.6184562263,32727878536.32802,13457.036764551434,49043479.93922168,985766.1685909068,348220.0700688369,94760072.01014242,758964564.232686,980230357.120994,7841391.867094308,23057404.78930927,431121278.6033,108274049.38829924,56745554.34288303
2023-10-21 00:00:00+00:00,527972844.9632903,8824534.458036393,511703223.6158224,70831513.72246434,614251491.9615295,45431301.97620429,308000000.0,1526319.727109842,9710418385.071177,460721.1515797059,89558816.68402489,35631673.388178304,10882237.070881,158828876.0049208,80086652441.35,26783602.452356715,549460906.3401275,808916500.5779932,87713345.41652885,488783835.4307421,744239600.5370768,15283.466101501568,257115267.4440115,84733221.29312773,127203798.42848171,929285871.349126,635898811.100126,814358848.662609,92514866.86702111,9517980708.433668,100974558.70975225,32612270.957013223,7251623.682918909,6673682954.477056,3.4028236692093796e+20,10060138.852022,81939981.2906645,152091169.13267663,84619562.08453807,163325449.12825388,264282382.71799996,84055292.05227281,864322723.163773,927043846.6720732,171120837.6136915,9287936060.892376,1.1579208923731621e+71,52693194.6346681,4910009425.079995,933967019.8529948,33573478.01110825,922141356.5877898,2793908391.9763756,85651207717.4888,871778174.6449041,94393853.31953426,1028270.385438879,7825.800453566582,1310120.5032318956,1450314966.9670556,63480987.12643243,113932494.43574788,14147671.784815406,2041880.0304084767,485384.47917027783,32735113794.331978,13457.036764551436,49010976.91061741,985705.0168562968,348513.5356466899,94754878.9397844,758964564.232686,980235963.0152446,7842062.04885167,23059714.185277738,431371657.4055,108274049.38829924,56756181.644940056
2023-10-22 00:00:00+00:00,527971644.9632903,8838474.239227839,516323689.3830664,70848852.35989766,614235576.5243425,45429988.050736085,308000000.0,1526319.727109842,9710409294.162085,460791.1537573183,89522748.30402489,35631673.38817831,10882237.070881,158799982.11881605,80086652441.35,26764427.2104041,550089586.670155,823626315.968726,87968300.72922954,495489993.5509426,744445483.8737733,15296.618158074289,257780014.1966488,84497308.28403461,128439977.26735182,929194559.0903522,636159862.2921898,814358848.662609,92517967.6353996,9513518391.529207,101060390.81426528,32620359.014874216,7251784.641506219,6671431040.529297,3.4028236692093796e+20,10060138.852022,81729359.95084633,152091169.13267663,84620322.15664083,163412362.25239187,280726826.948,83603569.18919966,864157220.0497,927041597.8680732,170982631.78131944,9288059511.023872,1.1579208923731621e+71,52688697.70169356,4911452353.383406,936377972.0620164,33578270.38670521,922141356.5877898,2793865607.0885754,85631815691.83066,871778174.6449041,94393853.31953426,1027532.0837246318,7824.791147531254,1312302.4220968557,1450835061.8304274,63521202.28143784,113918946.6990278,14268090.841215352,2045087.8456086195,485384.5851635619,32601529076.18095,13457.08056354678,49019995.64041607,985705.016856297,349280.08753931074,94768862.70771693,758964564.232686,980251714.5087016,7842062.04885167,23079053.784988087,431359763.2683,108273752.76207732,56756554.55122767
2023-10-23 00:00:00+00:00,527318848.67425746,8573226.465567721,516323689.3830664,70766069.92396642,614203628.8588569,45485448.36745417,308000000.0,1526319.727109842,9710403839.616629,460721.1221867899,89429324.51542489,35631673.38817831,10882237.070881,158825204.9461807,80086652441.35,26759236.18385065,550647684.5190151,821528572.1688217,88140165.25735144,495478190.6009426,745630316.7473673,15321.190489669612,245395845.97622028,84520107.46415313,129342060.32308604,928788429.1792676,636316378.6884098,814122798.229539,92527615.98197284,9523418792.540466,101107881.38968442,32581517.816192437,7369900.75460044,6671769837.953462,3.40282366920938e+20,10071505.426246377,81646828.23394,152091169.13267663,84624098.42334251,163375605.11817104,281616895.48700005,84189405.2604758,862340270.9019127,926747372.9050732,168236668.34517863,9275372522.244951,1.1579208923731621e+71,52685159.528176785,4932870484.779395,937373399.7861004,33600316.58823178,922141756.5877898,2793897373.233833,85631630706.28642,874198687.5415037,94409231.85953426,1025253.1831936762,7825.791147531254,1316268.3043520756,1450841321.8389187,63569892.75825502,113771012.62400465,14299530.374358457,2043788.6919084825,485107.9178212827,32618658640.85534,13382.822102628646,48995989.669111565,985853.7508449968,349416.21585133346,94657240.0132976,758964564.232686,980254641.3800056,7842062.04885167,23088483.984110307,431270583.89659995,108260401.98463044,56589146.29806671
2023-10-24 00:00:00+00:00,528391422.56959385,8579818.660624245,516323689.3830664,70756392.63245524,614159513.4541233,45472719.966621965,308000000.0,1526319.727109842,9710255657.798449,443740.9764907088,89349298.03262489,35631616.24817831,10882237.070881,158876547.32616505,80086652441.35,26746155.664332177,552093722.2094057,820787056.3977506,88219927.73655759,493078190.60094255,745285997.1223752,14686.884678532371,253330120.2956004,84716561.96825922,129857259.7286374,928212874.6439388,635716706.8733343,814122798.229539,92540983.56695136,9507784767.383583,101282889.20372257,32610016.620899197,7316317.90151496,6671406969.745899,3.4028236692093796e+20,10071505.426246377,80796920.59073092,151952280.24378774,84617072.51430328,163384786.68261555,281533562.1370001,85315346.07568538,863930655.3643332,926779566.8190732,167147882.75762144,9272532222.300013,1.1579208923731621e+71,52705385.74272368,4844816429.826599,937913035.9963294,33760068.59720336,917641756.58779,2794059912.737326,85630996130.89104,874198687.5415037,94417750.62145628,1029254.2543271834,7824.902971985842,1319367.8843520756,1450117857.0838263,63571288.27008031,113778225.4714047,13659672.574535776,2048222.6107183548,483848.8995773953,32677841739.64679,12747.359745737136,49014665.31201135,985853.7508449972,349763.1078254982,94447925.87027526,758964564.232686,980310456.0039924,7842027.222659229,23117026.051310305,431323880.4578999,107873526.14298278,57172008.14980726
2023-10-25 00:00:00+00:00,528483678.6656574,8576168.575379973,516323689.3830664,70460013.69016866,614154729.0246338,45455802.193402454,308000000.0,1526319.727109842,9710255657.798449,450899.51634326694,89865830.6626249,35631616.24817831,10882237.070881,158758693.65962508,80086652441.35,26734253.26263655,551238248.6344538,819237343.3597941,88272272.84755452,493954387.1701611,743861334.7624772,14733.43504324911,241849182.4146546,84567260.2797568,129954349.80440044,928342620.500117,635763275.9233744,814532993.8601135,92442981.00638378,9512881494.642183,101449772.4086605,32582336.430646814,7318407.31606441,6673014017.2557125,3.402823669209379e+20,10071505.426246377,80637110.47259769,152342694.39878774,84604274.7151916,163435943.22086066,281514784.35700005,83565844.99144484,863923739.6804327,924386496.1819092,165198273.58540142,9278374498.799116,1.1579208923731621e+71,52733862.54702792,4740172053.816783,937546419.3858676,33860585.06625144,924413519.566045,2792958991.999835,85630820664.19135,875047559.5387807,94463108.76709184,1026746.9673500678,7794.353195983203,1320344.245696276,1449524804.18693,63588408.49476095,113809097.26140472,13760050.400418648,2049836.331897118,483711.0159227591,32711082534.233707,12691.48481083058,49015842.785756744,985931.0519793764,342168.4631568173,94497008.20811334,758964564.232686,980319635.1754884,7843277.60713469,23116324.610780068,431384682.8608999,107871981.0288042,57767108.15531528
2023-10-26 00:00:00+00:00,528748271.1137518,8585777.283482388,516323689.3830664,70410486.92970562,613989409.6561424,45419147.84180075,308000000.0,1526319.727109842,9710248385.071177,450899.52634326695,89838162.10862489,35622093.50367831,10882237.070881,158389647.93583712,80086652441.35,26692769.17097655,550633996.9183602,822179537.5710347,87572289.37356055,493826641.1901611,746825455.5456399,14767.949975022546,242153868.186075,84874255.41382061,130034637.25420552,928289411.9962395,635527318.9630333,814325831.7291547,92454432.24077584,9502431718.7519,101344166.7653258,32523773.48396471,7321595.14012227,6669600180.854894,3.402823669209379e+20,10071505.426246377,78699245.8870487,152342694.39878774,84601760.12055752,163444555.56429046,282992981.69,83645549.38305196,863916991.0776871,924308598.5661546,164143266.03666124,9275544416.601534,1.1579208923731621e+71,52765172.20163866,4273775032.497308,937201852.246472,33936005.38508171,924414597.3775448,2792634026.545935,85630171189.17877,875047559.5387807,94284654.56754664,1028235.5969867372,7794.353195983203,1321119.2518069758,1450028111.3801236,63592694.55949862,113861894.96064578,13961340.073193932,2045409.8150073097,483326.446466339,32707015437.73267,12596.480229246148,49050572.93668244,985932.7082886256,342233.2767859566,94488303.75855036,758964564.232686,980335709.7403845,7843277.60713469,23120111.116966825,431253304.6427,107859138.46244858,57618088.072606154
2023-10-27 00:00:00+00:00,523330356.9325717,8586856.19264417,516323689.3830664,70439753.95897731,602984596.7184104,45474025.968350455,308000000.0,1526319.727109842,9710248385.071177,450899.52634326695,89847660.96872489,35622081.60367831,10882237.070881,158360547.967202,80086652441.35,26696417.934019137,551282966.3445492,821081704.4405481,87527927.66653197,490785441.4301844,747255815.2300432,14779.321825412546,242970455.30072296,83220108.32352746,125713935.19003506,928275627.1572752,635485816.2336286,814315929.1861848,92458434.70847502,9502922105.836092,101425329.53734691,32529531.40905558,7325551.9348421795,6665860435.905306,3.402823669209379e+20,10071505.426246377,78797973.92463423,152651988.26578772,84599028.84956956,163420394.11895227,282992981.69,83983964.19160572,863773371.7972155,924308598.5667793,164441341.0739859,9280557738.932152,1.1579208923731621e+71,52765172.20163866,4025851788.9282513,936925462.09013,33988957.13182738,924377776.593625,2797714699.9851484,85630101614.47194,875047559.5387807,94282939.5705512,1030517.7943011032,7754.005696450929,1316328.4495784657,1450399079.814237,63608007.66585226,112495832.09405673,13980129.19156562,2051196.27367796,482936.9452091401,32704593528.334007,12497.277246312686,49111968.48826787,985929.7140016656,340806.07905608707,94591195.17072034,758964564.232686,980354409.8779708,7843277.60713469,23120043.705166828,431176453.7667999,107857347.22996804,57779765.3505763
2023-10-28 00:00:00+00:00,523834962.5343683,8765137.19059684,516323689.3830664,70388126.96220249,661938301.0620041,45411961.32010015,308000000.0,1526319.727109842,9710244748.70754,450915.4343553344,89868682.4487249,35622081.60367831,10882237.070881,158352918.05230695,80086652441.35,26695684.233097214,550934474.4200196,821106434.6240885,87139775.80369699,491460999.578385,746037561.8707259,14787.978175239294,242965119.6366766,83176771.8910533,124540634.5897066,928259388.9328836,635631872.1496706,814322938.3292584,92459661.32602112,9498877602.87693,101332847.75306268,32497711.933331475,7178894.46666658,6664833425.892781,3.402823669209379e+20,10121222.861246374,79467590.82115956,152651988.26578772,84518881.06696862,163420146.05917144,282984648.35,84432703.06805803,863679012.0401777,924308598.5667793,163819802.02361318,9278836017.348047,1.1579208923731621e+71,52823218.52094466,4402921977.140668,936064157.26941,33902118.38735751,924376776.593625,2797696090.6961904,85630078640.35416,875047559.5387807,94282939.5705512,1030357.60572387,7764.259896668357,1316328.4495784657,1450650891.800693,63590912.07697051,112490725.09975596,13709859.720308129,2054090.7517417471,482929.7045833685,32714838999.855785,12497.303246312686,49117733.191376254,985929.7116847484,347839.80031230085,94581731.18764012,758964564.232686,980354482.1095794,7844435.789120878,23120043.705166824,431276359.5364999,109922041.48305862,57600962.02265496
2023-10-29 00:00:00+00:00,524979743.60546035,8761347.9272508,516323689.3830664,70386669.73121957,661993584.7363939,45359215.87355953,308000000.0,1526319.727109842,9710209294.162085,450699.1343553345,89872351.2978249,35622081.60367831,10882237.070881,158363079.40287337,80086652441.35,26697754.119356103,550844744.746277,824198934.9601017,87266735.3959788,493289769.6981844,745973774.9741982,14778.998099962648,238667924.9259162,83081657.76666184,127044812.04957554,928383103.393342,634815796.8005278,814320610.619422,92460862.51687598,9499787262.982311,101671881.3452226,32501167.493411943,7179877.33211036,6665860370.183794,3.4028236692093796e+20,10121222.861246374,79032591.99657549,152651988.26578772,84502109.82125214,163449673.4584106,282942979.68,83464723.48181401,863638378.6543794,924308598.5667793,163361794.64766464,9269452115.90607,1.1579208923731621e+71,52823218.52094466,4400473475.97034,936119823.4585546,33891612.38735751,924398994.593625,2797710801.0504904,85630206574.14986,875047559.5387807,94292269.16740838,1033852.0366479582,7765.108870259387,1317328.1995784657,1451647796.6146705,63573477.77360072,112604903.81417929,13680919.27448892,2056621.392163236,481895.8211834597,32735102474.58475,12497.552673307042,49120741.51073003,985942.980090241,343106.9470018275,94549635.78983854,758964564.232686,980368553.1652696,7850413.850012637,23116153.601923317,431194207.3953,107015656.0639399,57593460.962437704
2023-10-30 00:00:00+00:00,524396921.7635702,8766052.586194204,516323689.3830664,70428109.54453926,662596315.4120108,45309775.53073289,308000000.0,1526319.727109842,9710207475.980268,450699.69061904075,89837214.73182489,35622081.60367831,10882237.070881,158434692.7052274,80086652441.35,26712122.989867695,549633932.9683743,824202025.7995093,87349411.55635302,498751970.2924586,745339759.3913673,14809.835217345348,238401017.62653893,83420200.69126634,126925514.7126396,928133516.3488312,638326099.9705992,814320610.619422,92465447.48057574,9490063191.55074,101670787.28470089,32468293.33572042,7182127.77738599,6663936626.84722,3.402823669209379e+20,10121222.861246374,78901697.9864637,152374210.48800996,84464209.00378011,163437524.03727514,283487878.394,84006785.89892656,863634633.5346973,924298398.7325612,163772108.98501122,9261302002.063988,1.1579208923731621e+71,52823218.52094466,3995306262.27338,936255341.1248966,33881177.098067425,924399244.593625,2797848604.9015245,85629845741.04785,875047559.5387807,94292269.16740838,1033248.3144786366,7765.108870259387,1311890.5695784655,1451956056.2745388,63583258.93131056,112997304.27042526,13712394.318348665,2048536.899519725,481220.9125068597,32743780766.67266,12576.6320849178,49109973.756162055,985942.4420511064,417415.5035890539,94549614.32009098,758964564.232686,980380885.2083576,7841145.648066817,23087736.40948361,431063182.7850999,107015656.0639399,57602072.585619345
2023-10-31 00:00:00+00:00,524793946.4703942,8712732.388028976,516323689.3830664,70484509.55599077,663380107.492884,45412154.171999685,308000000.0,1526319.727109842,9710203868.162085,450495.6269709103,89848261.55662489,35622591.212178305,10882237.070881,158512232.9011004,80086652441.35,26707416.92440429,549350902.0042334,822762736.2563077,87493142.26704472,506373259.44645995,746587926.686464,14853.711474389238,239129672.403677,83327250.13933736,124760361.78301127,927435143.2202488,637994214.4061903,814320610.619422,92469277.8974498,9531079980.107368,101794311.7253258,32463627.437704302,7184620.8070026,6672227448.778795,3.402823669209379e+20,10121222.861246374,78891152.80933325,152374210.48800996,84376120.67460576,163467975.86899444,283210096.614,84355903.4891889,863363029.9494277,924177608.3303314,166293420.73636883,9299947945.250582,1.1579208923731621e+71,52823218.52094466,3993893357.1831455,935941668.7149192,33943709.9399211,924408291.2066247,2798011851.4399056,85629845741.04785,875395449.2521883,94273403.96398778,1034276.3209267876,7763.152229973244,1307541.4118239556,1452558873.341436,63614382.02006772,113206256.82707928,13427659.971413497,2059811.4864983277,481349.87804909167,32503183431.649124,12576.853094065682,49146926.475366265,986230.6238112664,420399.3417170372,94561354.09558654,758964564.232686,980392637.2273504,7842569.279443762,23169910.94940692,431007844.973,109027104.1019399,57298412.50379757
